Cinicinnati|3558515150921420|147922.09
Raleigh|3532859730981960|84874.06
State College|30189079736570|445031.91
Columbus|4903558803315170000|139956.22
Reston|5602236571482540|112363.08
Stow|30172126669671|192876.89
Cinicinnati|30262245322409|224511.17
Stow|67098630140194500|378325.66
Tampa|3557499852809180|146683.46
Cleveland|4911039578620280|148408.91
Fairfax|3542445987876660|93175.44
Fairfax|349768816662573|83736.03
Charlotte|3562332716694900|251481.55
Durham|337941822703517|214339.36
Tampa|3543175433518170|436075.35
State College|5242834398548680|258789.17
Cinicinnati|6334305408014620000|273500.64
Stow|3582162544638550|334447.16
Reston|676798129091773000|318601.28
Tampa|5354770036177480|217291.90
Cleveland|5048378390792950|367233.95
Charlotte|3537910382374190|242701.71
Charlotte|5602214049077640|219663.38
Fairfax|5599431199346240|255039.49
Charlotte|3576317296342290|392599.89
Fairfax|3569554678826130|296734.89
Columbus|5268328613793170|162434.01
Stow|372301443063815|90057.04
Cinicinnati|4041377075684|212372.49
Fairfax|4175005686896630|415872.74
Columbus|3558575341976900|156559.30
Durham|374288035671782|390750.36
State College|36983185670713|256145.21
Cleveland|3587148991142560|295409.57
Durham|3575626363787520|297143.78
Stow|3555898598598940|326775.14
State College|5602241540720080|219468.38
Cinicinnati|201613918737484|235676.64
Stow|6759530259539670|179266.72
Tampa|30384995812403|161824.53
Cleveland|30068239276752|270469.86
Durham|3580024433996590|300654.64
Cleveland|377954984710742|148791.96
Tampa|3569277507926500|374623.27
Tampa|201818874718739|188803.21
State College|5108750498711800|381485.16
Tampa|337941867316688|409845.62
Columbus|36223470306081|285967.40
Durham|3543345572918420|428295.78
Cleveland|337941556926698|435201.98
Tampa|3588265973149030|300313.97
Raleigh|4913336720059210|370286.63
Reston|3571993877735520|276375.81
Charlotte|4913347710527830|227955.25
Reston|6384481300382660|128569.94
Cinicinnati|3579522424863240|123232.75
State College|3560958737436910|240193.28
Columbus|3547088335362820|101413.53
Fairfax|3585171601310850|168562.15
Tampa|5100175831053040|369953.52
Durham|3561639666318660|368524.19
Stow|5610994382737180000|80269.07
Charlotte|3567945596922230|260669.26
Durham|5610036025643280|160283.84
Fairfax|337941905075015|447624.51
Cinicinnati|30385388094475|168725.66
Cinicinnati|5535883041128460|231661.27
Reston|4691816568861|280991.30
Fairfax|370626642630630|369240.27
Reston|5007662595033100|92312.30
Durham|3578185902733060|434521.33
Stow|4017950656591710|296082.16
Durham|3545782035098420|162923.61
Fairfax|3529571929120940|205041.52
State College|6383481343543360|411429.23
Durham|5261568897395160|104358.67
Tampa|3534878826154740|104980.04
Durham|3569030133890200|306847.49
Tampa|5893275268128680000|334832.23
Fairfax|5602239053129710000|124110.54
Stow|3538980476996380|258791.14
Fairfax|5602229852571680|357287.62
State College|4041373411537|296468.83
State College|560222998878181000|184235.63
Charlotte|3578088650339540|361911.79
Fairfax|6304528215924670|360064.32
Columbus|6709348794473390|342771.34
Fairfax|30091569779641|117501.62
Fairfax|201773348317024|207580.42
Cinicinnati|4026269473286150|168379.85
Cinicinnati|3552035136575880|363018.77
Raleigh|3584430235610060|449736.67
Tampa|5100175887288870|446563.77
Reston|5641825488296070000|280473.88
Reston|67612503178673700|284658.86
State College|6759092023838050|306395.99
State College|3583622741932110|381054.49
Cinicinnati|3580316360131510|124190.77
Durham|3561065095135890|150328.83
State College|4913762610525270|177646.70
Cleveland|3578417237515780|143883.97
Reston|201530256495261|165280.68
Columbus|3580183428092580|440216.14
Cleveland|347806772573665|128497.89
Charlotte|3568613717973410|120972.63
State College|3535779931880030|186753.84
Stow|3545549050565900|363642.54
Durham|4844298968713170|250028.21
Cleveland|3584759282282320|372284.51
Stow|3555950687761910|314289.26
Tampa|3573787724312170|410773.54
Columbus|3563678751273240|284789.06
Raleigh|3576053384379470|200003.19
Fairfax|3530020698786910|290373.17
Reston|3546952320409090|350654.33
Raleigh|3528866611286430|128622.85
State College|3543634395266760|320782.19
Charlotte|6390624352259770|230411.12
Cinicinnati|6767774169141580000|114126.16
Reston|201896091244044|385959.80
Raleigh|3548324918389680|280843.06
Charlotte|5602254128853060000|432239.77
Stow|3547844585079840|377868.89
Stow|6385596309086640|175656.03
Tampa|30113997611764|380289.03
Columbus|5602248753301300|435783.98
Columbus|5602243809571160|158889.10
Columbus|346327975894379|320439.84
Cleveland|3581175070046580|404484.54
Raleigh|370040793388545|282665.55
Cleveland|3530479031706900|366156.32
Reston|5197803293419540|286979.59
Raleigh|3561675219935580|173949.89
Fairfax|3537557450480250|310362.29
Cleveland|676142593542340000|100131.69
Cinicinnati|3535065066421220|89303.12
Reston|6333989251465020000|366755.26
Fairfax|5158976968314040|415078.96
Fairfax|5602250027155280|135348.34
Charlotte|3568270663280520|263356.09
Stow|201985936665743|80138.79
Stow|4955144115574|214585.39
Fairfax|3588275766612650|254101.74
Stow|3567271878476210|357945.30
Durham|3587474947137310|323781.06
Stow|670962562387517000|397667.14
Tampa|5007669203167410|251744.94
State College|3574087792012940|338668.09
Cinicinnati|676352546142224000|279245.13
Raleigh|3563285663595870|392513.70
Fairfax|63040760931492200|365686.70
Stow|3575406904749460|359302.35
Stow|5007661722911590|265620.79
Fairfax|3535284567624400|293778.68
Reston|56022541140314400|319904.72
Cinicinnati|4041590536014100|208163.54
Reston|3543471271237710|415001.48
Durham|6334800932522770000|302989.18
Cinicinnati|30190856412864|399728.47
State College|374288311893951|333161.06
Raleigh|5602216041701250|237075.61
State College|6771635220923480|197402.48
Columbus|670942609305364000|163505.39
Durham|675999384590330000|390285.73
Tampa|676290499890785000|237623.72
Cinicinnati|5602211079261150|442482.00
Raleigh|675956439306193000|100743.73
Charlotte|4903968047944290|273253.97
Raleigh|5602236324270450|162161.86
Reston|4405837373726190|436123.66
Cinicinnati|3580932369761210|167858.86
Stow|201923568601751|87743.31
Tampa|3586706894853500|413032.46
Cleveland|3579015471801960|127764.77
Durham|5602236200816060|147002.00
Cinicinnati|3572681295851420|410797.02
Tampa|5108754738137650|288861.57
Charlotte|4041599224474|330692.93
Stow|3583411829762620|221231.55
State College|3541809688518620|222881.16
Columbus|5485996734186760|316173.89
Fairfax|30148519036033|263731.63
Columbus|4911747121629900000|267099.46
Raleigh|3581385039199940|283680.80
Tampa|30488245191615|288979.12
Cinicinnati|491143476266121000|285771.29
Fairfax|201893858723815|214588.02
Columbus|3588663940008860|129961.72
Cleveland|3550367852034070|367365.48
Cinicinnati|3543129789721150|207204.16
Tampa|67625623870743100|371526.47
State College|56022363525040900|138363.74
Charlotte|5100176420770400|378113.68
Charlotte|3566677851053540|92776.77
Durham|560222425431233000|312783.72
Cinicinnati|3535156229176170|359861.71
Cinicinnati|4041590925862200|254808.91
Cleveland|6046829278651360|193684.26
Cinicinnati|3562600451542400|141855.73
Cleveland|3573344134149030|408044.78
State College|3568321002083510|276310.61
Charlotte|201929078185102|151184.00
Columbus|6762866498906720|103729.88
Charlotte|5610764435900830|326180.68
Columbus|3536678396773240|424556.08
Cinicinnati|4844357717978390|164589.35
Columbus|3564840356109740|184270.86
Stow|3535925354828770|280767.89
Charlotte|3589697464359720|212581.95
Durham|374283121486948|365880.94
Charlotte|3589276565196620|85114.44
State College|3549932034473530|333104.77
Tampa|5602246244786690|354719.77
Charlotte|3584756977030800|168347.45
Cinicinnati|3532919511620200|214064.44
Charlotte|3579148100440400|174422.47
Tampa|5610983181554450|398378.70
Stow|5528870262661540|199359.63
Durham|344185703545941|327777.03
Reston|4017951915531290|352286.67
Columbus|5602238222959360|438028.28
Cinicinnati|56022235487882300|263084.25
State College|6382960140630500|122163.64
Tampa|3529713888927040|275804.34
Tampa|4017955160429|316341.57
Raleigh|5641823658731170000|387421.73
Stow|5481192257167710|342070.04
Durham|5531577081820880|343597.10
Stow|3564279922125460|132656.73
Stow|345764547678222|191280.26
Raleigh|36689205862723|380153.81
State College|3571236114310580|342593.83
Raleigh|6767942409758440000|264211.41
Cleveland|3570864715197250|249530.48
Reston|3581489886138660|415434.53
Reston|6763499053895680|173703.01
Stow|5100141685865910|325687.65
Tampa|3570845876615780|308676.93
State College|3537223039864160|317577.54
Fairfax|3545481028409850|143414.06
Columbus|503836445525898000|287435.78
Cleveland|5338971650996470|392921.66
Stow|5386912062982710|200914.90
Fairfax|3539760587488070|398490.18
Columbus|3564020133729920|278532.61
Cinicinnati|3537931335733900|428820.65
Tampa|4041598546711|279084.27
Cleveland|3564672205604950|203300.23
Tampa|3570466700387330|210940.38
Columbus|3571851880387480|364878.90
Cleveland|3561926205768030|430822.12
Durham|3531309415095600|310431.66
Cleveland|4320490355318|295480.97
Cinicinnati|3555081152460630|266613.62
Cleveland|4917146945182510|306419.93
Fairfax|5602224591748280|100965.73
Durham|6759769662024230|444257.89
State College|3572450873235350|281171.92
Tampa|4844585547607330|210943.17
Charlotte|4405787412862110|426193.82
Tampa|3572529091777900|288842.35
Reston|6374980485567360|99717.23
Reston|5602216477135310|215921.21
Charlotte|3541121526527980|250898.92
Tampa|5602245324529450000|202180.09
Charlotte|3529795585978000|83945.18
State College|67595593694292100|230188.83
Charlotte|36674524753589|253242.93
Raleigh|56022512226167500|415570.82
Fairfax|3550501647844190|404746.44
Fairfax|3530682767627550|314075.88
Durham|6767776938524980000|386834.14
Durham|30535245290142|151264.23
Durham|3535400750693150|353043.75
Cinicinnati|3560943518478400|315370.48
Stow|4026760480298500|332015.86
Cleveland|6375469725888850|99770.26
Raleigh|501832810464467000|183175.16
State College|36486083788884|169199.00
Tampa|5602243620039290|136916.77
Raleigh|3561360876944270|309736.83
Reston|5514720315040960|241450.63
Charlotte|6761956810301000|168906.77
Durham|4917600809941740|410949.26
Charlotte|3565087167667560|189014.29
State College|3584196763149870|259794.94
Tampa|3540965112941620|138161.40
Stow|3567835924199380|413500.23
Reston|374622549563095|276619.81
Durham|201837791991211|145959.72
Stow|5304804737305120|333135.46
Stow|3528451451947690|135401.44
Fairfax|3558472693558070|319086.64
Cleveland|3588396395276530|220830.21
Reston|337941979013330|126575.78
Cleveland|3589037761995630|131380.83
Reston|6331108000387300|86243.49
Tampa|3550061905319110|177257.92
Reston|633490561371793000|403097.56
Cleveland|3533957435217980|388668.23
Tampa|67711554852667700|427249.68
Reston|30303699048411|293179.18
Tampa|3573569590327740|351363.88
Cinicinnati|4844560824264100|273883.28
State College|3547850563625450|233436.95
Durham|3588909813223720|446210.57
Reston|3566598098934920|406297.09
Durham|30153052643070|433806.69
State College|30090982857505|372499.55
Cinicinnati|5602249201135200|262210.07
Cleveland|5547320309002150|125745.47
Columbus|3582356521554460|144998.14
Columbus|30153065241995|287132.18
Cinicinnati|604841154346637000|376661.75
Cinicinnati|30418112036080|340056.37
Durham|633110287403563000|195746.84
Charlotte|30134314758120|225782.46
Durham|5587653607733400|308552.35
State College|36059382512303|214673.67
Tampa|6767812025617920|279992.86
Reston|5048372695484530|421327.79
Charlotte|604230298054290000|242127.24
Stow|6761884296835810|107207.99
Durham|5100178342024640|330972.96
Charlotte|3555244105478350|378737.66
Tampa|6371519106963580|357621.04
Reston|3562507521872740|288537.23
Stow|374288369143523|423596.04
Charlotte|3584577499359920|355383.57
Durham|3555776498438090|204176.20
Columbus|3577451045909510|297462.33
Columbus|6372539963347520|284174.50
Cleveland|5610937862318890000|173478.18
Durham|676283154306055000|153808.31
Stow|5602214347837290|314120.46
Columbus|3543981405483920|196744.83
Raleigh|3547543300692750|119433.61
Columbus|6762286890164960|260942.86
Fairfax|3571102774202100|191423.83
Columbus|4917298248992630|267206.14
Cinicinnati|3557245271936980|247829.42
Cleveland|3561837784076890|178423.47
Raleigh|3588891065845360|344253.64
Stow|5602241394256300000|430931.55
Durham|3555265131382880|368809.70
Fairfax|3587622389117230|225149.17
Durham|3578359662087570|112818.88
Columbus|30277174730026|305483.92
Charlotte|5602218687149870|421052.87
Durham|374288264919084|130534.72
State College|5426418716466580|225860.43
Reston|5514557923392550|212759.69
Columbus|4903712953706780000|426924.22
Raleigh|3550249197932110|309222.15
Cleveland|3540252505465330|321153.77
Fairfax|372471547490196|91326.95
Cinicinnati|346446574796064|429295.44
Cinicinnati|5100177509443190|275285.75
Reston|374288816300023|420163.64
Columbus|3576835142487800|243481.21
Columbus|372301428145959|123038.78
Stow|3561044658246530|157566.09
Reston|3545935829144260|310506.86
Cleveland|3533613089498520|355591.44
Charlotte|3549615657086600|168251.28
Tampa|3579040933609530|118261.87
Fairfax|3558402297825470|84780.08
Durham|3543315361863470|199961.95
Stow|3544433644671380|290345.70
Reston|6762784477889440000|250310.06
Cleveland|201565268311346|439491.21
State College|5602252869744830|390700.06
Cleveland|6709084509083470000|248180.03
Durham|4913371180701250|183730.00
Durham|3531227545129920|115431.37
Fairfax|630467740624281000|361650.29
Fairfax|4905318838087480000|438319.18
Charlotte|5460532530753480|116766.60
Stow|5108754813789350|404970.73
Reston|3570548934895490|121107.44
Columbus|5602252334739210000|320451.79
Stow|3559715959609360|260748.07
Fairfax|4903889053769240|332703.56
State College|374283183435056|169034.61
Cleveland|3574260335013180|108819.82
Durham|5020253399170830|384976.63
Reston|30577124435646|87249.89
Columbus|3557891442185970|86521.89
Cinicinnati|3576552276119110|175504.66
Durham|3584904081970650|104750.67
Charlotte|30598615518278|287686.24
Durham|675969634314071000|181432.52
Reston|502055078144572000|440665.92
Fairfax|3547647467129290|348178.52
State College|675933014816945000|432413.64
State College|56022395706856600|251860.87
Cleveland|3576520810926610|338256.18
Tampa|5018624112837010000|403706.59
Fairfax|377357353073652|90361.55
State College|3545253393660060|249989.43
Tampa|3543718912906650|404792.54
Stow|201474015959871|376219.58
Tampa|3528302304284490|294105.43
Raleigh|4175000365155510|170366.28
Cinicinnati|630497874035249000|412196.22
Raleigh|3587270159323850|110019.84
Charlotte|5602234809033980|421185.67
Stow|6762959642874690000|226642.01
Stow|30326936379166|446408.32
Stow|3531937269287160|95789.79
Charlotte|3586943341304450|330302.44
Fairfax|3566463508523930|106574.29
State College|5108755513664800|115078.26
Reston|6763775309037160000|337497.80
Charlotte|3578289161556790|256704.58
Fairfax|372301845774019|354953.18
Raleigh|3548022265248230|350858.15
Stow|4903025463438260000|117134.35
Columbus|3547404827584570|383320.50
Stow|4675837853345400|153722.77
Fairfax|374622710463349|118799.32
Stow|30416951477498|261629.56
Durham|604855198736473000|369789.29
Cleveland|3579953604110630|423072.98
Charlotte|3586624880869720|307345.98
Raleigh|3556490263885320|157643.34
Raleigh|3540151764968160|357828.77
Durham|3545307540454140|227006.07
State College|3563629994066940|389753.95
Reston|560222391184510000|366641.62
Raleigh|3558636387158680|388756.24
Cinicinnati|3540944614416100|210680.28
Charlotte|4041371897056960|345346.99
Reston|4508174034736360|168644.82
Cinicinnati|3570339952063650|242340.55
Durham|30531832886780|350225.86
Durham|3541953303550880|311311.02
Tampa|3538379300754130|96033.87
Charlotte|201450726265907|80858.30
Cleveland|5602234881171680|297329.40
Stow|5048372506370520|389599.04
Cleveland|4903915971397370000|139081.43
Stow|560225312624112000|223129.04
Stow|5451646287415730|244404.88
Columbus|3537413535580250|323501.27
State College|5100138093805410|189379.84
Cinicinnati|5602254019443150|445260.61
Charlotte|5610632412676500|336627.79
Tampa|6709011460084330000|208438.15
State College|4936178351792100|393252.72
Charlotte|677180830712886000|133065.50
Reston|6759205633399590|202353.87
Cleveland|3538286405942580|290984.76
Cinicinnati|374288100344547|299947.10
Stow|5602224523735830|308862.23
Cinicinnati|633352469206157000|122425.93
State College|5602254462120460|185108.41
State College|3535343711072260|125854.35
Charlotte|50384408147822800|112180.16
Charlotte|3572987209430160|149097.24
Cleveland|6398459427297790|270335.34
Tampa|3532634067064230|360568.23
Cinicinnati|3585926539618390|343250.46
State College|5602256129109710|337631.31
Columbus|3534269777679390|411645.51
Columbus|201742352017457|159457.85
Cleveland|3589367796671930|318432.69
Stow|6377917942296510|93386.24
Fairfax|5602240725266110|164270.65
Tampa|5437868096666950|396866.91
Charlotte|5610652088173130000|398254.78
Reston|3567623323281730|416435.94
State College|30256969456112|364936.10
State College|201896825884420|201634.69
Stow|3578472600886680|381376.45
State College|4936260417523550000|222942.41
Columbus|3546998795717480|273595.67
Cleveland|3562438798975950|239434.72
Raleigh|5020685882526670000|398327.38
Columbus|4913616433394230|423249.79
Tampa|6042183599119770|141071.57
Columbus|3560538702146970|97302.65
State College|3529632958681000|90355.29
Cinicinnati|30592925021636|326386.49
Stow|4844113247354740|182499.45
Reston|633479910930322000|123427.45
Cinicinnati|3550139787637420|94032.09
Charlotte|5108752480427260|427023.55
Fairfax|3540036434032970|363034.61
Raleigh|3555677709899450|162899.63
Durham|5602219838831670|143191.19
Charlotte|675915161169483000|325540.70
Cinicinnati|5108759555893360|144407.60
Cinicinnati|5002353229563940|301762.36
Fairfax|3532066952263050|305308.35
Charlotte|3575390100131030|405153.77
Reston|30566064145455|243106.67
Tampa|30149344000004|442573.78
Cinicinnati|4844896302290380|228338.17
Reston|3530344628996640|108812.58
Reston|3582102761354710|417986.00
Reston|6304736255437420000|301316.96
Cleveland|4844882713735510|158645.63
Reston|374288880541445|148093.83
Tampa|6709338146381790000|424835.57
Fairfax|3540823875536080|103472.56
Columbus|5602235930761250|435743.70
Tampa|490552133727669000|437772.45
Charlotte|5100140867987470|286494.56
Stow|6762647906762300000|424365.86
Charlotte|3529384367890670|352596.22
Cinicinnati|4609130708731440|282563.01
Durham|3532522514666170|222497.82
Stow|5602219024702650000|275733.43
Fairfax|3568125872010840|394767.38
Cleveland|4508396276825600|323436.60
Cleveland|3556559811003070|298184.15
Durham|4508599807874610|272491.69
Columbus|3549053969413140|150685.54
State College|5048373645555150|342808.85
Charlotte|630401529444998000|213602.40
Raleigh|3581229071816510|359578.60
Stow|3583486202512990|194231.51
Fairfax|5100144270749940|199045.94
Columbus|201520042947899|256827.39
Fairfax|3556222545459230|189900.86
Charlotte|3554838383078080|333667.61
Tampa|6762554422347010|185512.60
Charlotte|493687032537929000|147214.80
Raleigh|3563470557823810|354472.13
Tampa|6762534851451830000|357600.35
Fairfax|3573130665538980|406781.54
Fairfax|5007661117969870|399354.99
Raleigh|3580586546421520|443643.63
Cinicinnati|3561642506720690|404022.69
Columbus|56022434001147600|182965.41
Stow|3535892453086940|142093.46
Tampa|5602224532105210|248420.90
Charlotte|30093939155551|322506.99
Fairfax|630480636312946000|422923.48
State College|3588462628666520|232751.01
Cinicinnati|201635493165039|368141.54
Cinicinnati|3566073988688710|135728.72
Reston|3576327441364420|351690.09
Durham|4026288786585570|345333.55
State College|3546144749210860|399746.98
Tampa|201824565219219|84583.07
Durham|201718367816752|326699.34
State College|3537940535873030|431718.08
Cinicinnati|3557809288827950|187413.70
Stow|67621892000250700|227216.85
Stow|3568152013082140|173787.62
Tampa|201709728232649|87237.28
Charlotte|3532795116824870|89245.54
Raleigh|6333420789664950|353045.16
Raleigh|3568142735570770|441878.70
Cinicinnati|201680412421709|284462.02
Cinicinnati|3573574664183630|401734.10
Stow|3555011676746780|196186.47
Cinicinnati|3589186410458020|434298.47
Reston|30432718305625|226674.31
Durham|3576745680506320|125832.69
Tampa|5010127815017810|218272.84
Charlotte|3581423922412580|197808.47
Reston|5141248268723450|105327.51
Fairfax|3573784658411470|144985.81
Charlotte|3538119906633010|430459.16
Raleigh|3559939246058360|158740.42
Raleigh|3537608818737760|248287.74
Reston|6709905461321090|131378.37
Raleigh|3580318237575810|103120.44
Raleigh|3560574728459260|384418.85
Cleveland|4026816115542710|343840.95
Raleigh|5641823692034810000|127898.56
Reston|3588929918451700|100568.20
Stow|5038292094140680|158512.30
Durham|5602215889047040|80143.94
Columbus|3548575831537070|319995.10
Fairfax|67634058744367800|301190.51
Cinicinnati|5602215710867290000|364347.52
Tampa|3574860050550220|360406.37
Tampa|3564232782041550|328803.72
Tampa|5048379927281720|294162.33
Durham|67613243285364800|128280.86
Charlotte|5602256496957940|426200.10
Reston|3585231214225510|304953.15
Durham|6767548344352260|436273.87
Stow|30533379127057|341077.53
Stow|3575083964294770|150444.54
Columbus|5589895839076170|305476.85
Charlotte|3587278102504380|178014.24
Columbus|5038299481296680000|264883.57
Charlotte|3559319881949290|347946.38
Tampa|6759293264128070|307841.45
Charlotte|3541792558931570|276895.06
State College|6383209302039390|149466.45
Stow|4041593809460|182769.42
Cinicinnati|201437319080249|356880.88
Columbus|4903624554767890|205831.87
Charlotte|3536462073374760|245093.82
Stow|3580746878563380|253569.56
Columbus|4017952588674320|382375.77
Durham|4844614074372630|439227.81
Tampa|3528433458203390|282122.10
State College|3561803748849780|89453.92
Charlotte|5602254735249970|217452.42
Raleigh|30141266584248|192290.68
Fairfax|4508166108817930|248586.36
Tampa|5007664805282630|202986.24
Cinicinnati|6762924168661710000|92828.42
Stow|3554705302214130|101380.40
Tampa|3539872345536960|122197.77
Fairfax|36599368911508|311373.88
Durham|3553245674947470|236962.96
Cinicinnati|3554228789176190|192261.39
Charlotte|3546164606484950|237585.47
Raleigh|201867111213277|271811.58
Columbus|6759797789840860000|331814.89
Cinicinnati|3583127741838730|192457.97
Charlotte|6759138772151450000|80073.94
Durham|3549401344957770|276876.32
Reston|3529121478683820|223643.54
Charlotte|3568149804676440|327540.84
Durham|5610915291320360|220786.67
Reston|5602243234412910|291869.39
Columbus|372301490750843|281465.82
Fairfax|3539097507493120|410148.53
State College|30231611894200|208807.93
Fairfax|3576326335518330|302250.07
Columbus|3546456277386560|437688.64
Charlotte|3539444153790480|369144.12
Fairfax|3567049517301970|259969.21
Cinicinnati|6304205700308590000|429200.81
Cinicinnati|5361784837094630|119173.85
Tampa|3548076972194490|367534.27
Columbus|201955573588490|123008.75
State College|3588889001253470|449083.42
Columbus|5010121626164660|305568.42
Raleigh|4905301197272020000|225852.36
Fairfax|4913845793951620|114729.61
Cinicinnati|3582311883648130|367064.03
Tampa|6759814363410140|158341.88
Cleveland|3531444101979390|410816.25
Stow|5038546744550930000|214010.72
Charlotte|346517738011036|284110.35
Cinicinnati|5602237389607790|235661.32
State College|5100143735320800|249589.10
Charlotte|30107025298438|313722.93
Raleigh|589392653669254000|420533.96
Reston|201718660576756|221208.12
Cinicinnati|374288927852649|188067.85
Charlotte|3540516037019170|130837.79
Cleveland|5610796030080040000|208288.51
Fairfax|3569744817799810|175186.30
Stow|5010120466388350|122009.14
Durham|201512552957640|99745.80
Charlotte|4405699334306990|443481.02
Durham|30412397986671|421041.85
Charlotte|4917898218964770|181834.55
Cleveland|5893269954915870000|292096.75
Stow|3585539088004190|351002.53
Raleigh|3580319332831900|135154.05
Columbus|5610737432626200|228641.09
Durham|5524581333970430|346437.32
Columbus|3544825700213970|237077.69
Columbus|3535577812913400|302425.66
Tampa|3587875720035710|306013.78
Columbus|5108750038344400|165328.85
Cinicinnati|5258634506923200|224175.19
Stow|3545415202834020|447763.03
Stow|3545708981308590|365971.24
Reston|3528976578304400|82454.78
Cinicinnati|501895010302260000|201344.86
Durham|3567696672582310|275521.58
Cinicinnati|3561996124975630|341720.11
Stow|6383851205218180|275937.27
Stow|3588377530028470|376476.35
Stow|4026013953090840|363339.54
Cinicinnati|4017952432207900|145736.55
State College|3539953959034710|272545.78
Tampa|6304590875332460000|142000.86
Cinicinnati|5610904312587750|425466.77
Tampa|201852576614771|296661.25
Durham|30018792915122|351265.72
Columbus|6763124209473090000|377419.72
Charlotte|3531725607800850|216293.12
Tampa|3560414380512280|270318.32
State College|589374318353006000|335638.29
Raleigh|3543583397437540|133900.45
Columbus|3557860190190250|383662.83
Cleveland|3575965613576220|262456.84
Stow|3530841578888220|100400.79
Cinicinnati|36713446750891|413823.63
Fairfax|3567321747562380|215977.69
Fairfax|3542928139350390|370659.18
Cleveland|201990424818747|204548.96
Charlotte|5602235827628470|130391.20
Stow|561053924626711000|403063.71
State College|5641821867730300000|186067.75
Cleveland|5602253840232590|176839.29
Stow|56022250440119700|427118.01
Fairfax|30321940265881|177423.43
Durham|5120778820759460|347057.27
Columbus|5100175086874230|348592.36
State College|36813114196888|251599.67
Columbus|670961516620382000|378299.93
Fairfax|5602257666425650|145510.53
Stow|3550026007805130|165330.16
Cleveland|3584664246216250|313963.79
Cinicinnati|201912253891157|224723.85
State College|3583063473263170|256422.62
Cinicinnati|3557018352066640|336835.01
Charlotte|3583631904335870|354328.81
Durham|3579226842683610|303083.97
Tampa|4913653865302110|144284.20
Cleveland|377880605002500|114463.02
Charlotte|63042167760404500|233524.09
Cinicinnati|3552733214085340|308943.30
Reston|3578600677575260|402121.96
Fairfax|3571617930595600|433835.15
Reston|6709558291720190000|301349.12
Cleveland|3579494180633360|381751.05
Columbus|341871534107596|309512.80
Stow|4026145621901790|144683.49
Reston|3558989843045880|268727.56
Raleigh|3588347044922960|260628.68
Cinicinnati|201548352208347|339518.35
Cinicinnati|3578711465032320|152172.19
Cinicinnati|5100138698535730|353110.18
Fairfax|3565656950170790|296945.82
Reston|560221963666866000|241452.62
Stow|3541178267486440|157912.07
Charlotte|3528603632694280|258233.90
Reston|5602246321119500|186476.94
Cinicinnati|3568610081278010|279077.58
Charlotte|3564416092366340|230187.87
Charlotte|5010124994568260|82426.12
Durham|3558817164394780|293178.46
Cinicinnati|676192206006839000|252944.21
Durham|6391526301650980|397729.15
Stow|5559108274655330|413718.89
Tampa|58937106641312600|379667.01
Reston|4041597795765050|376899.97
Cinicinnati|5108758080481270|291807.01
Reston|5602235367093890000|387461.56
Fairfax|63043238077679700|235561.28
State College|3581957563194650|279908.54
Durham|3528643201018960|122469.33
Reston|5384744394399640|249457.08
State College|56022305080010900|133031.84
Reston|3588878874754080|448989.50
State College|3578127698190050|431433.88
Charlotte|374288169176905|144255.15
Tampa|3579835611343450|257486.12
Reston|5100176723989360|81580.53
Cleveland|3549044695399900|316368.61
